SORT_ID,Company Name,Location Type,Ownership Type,Dow Jones Industry,SIC,SIC Descriptor,NAICS,NAICS Descriptor,NACE,NACE Descriptor,Exchange,Index Membership,Auditor/Accountant,URL,Address1,Address2,Address3,Contact Name,Contact Title,Contact Number,Contact Fax,Contact E-Mail Address,City,State/Province,Country/Region,Postal Code,Phone,Fax,"Sales, USD","Audit Fees (Including Non-Audit Fees), USD","Non-Audit Fees, USD",Employees,"Market Cap, USD",Sales Growth,Employee Growth,"EPS, USD","Net Income, USD",Net Profit Margin,"Total Assets, USD","Total Liabilities, USD","Beta, last 5 years",P/E Ratio,Current Ratio,Debt/Equity Ratio,Debt/Assets Ratio,Return on Equity,Return on Assets,Symbol,DUNS,Business Description,Bank Name,Selected Legal Status Categories,Hierarchy Designation,Ultimate Parent Name,Ultimate Parent Location
SENDJ-1_00000647,Asianajotoimisto Castren & Snellman Oy,Headquarters,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.castren.fi,Kasarmikatu 46b,,,Sakari Lukinmaa,Managing Director,358 207765765,,,Helsinki,Uusimaa,Finland,00130,358 207765765,,59057836.0,,,265.0,,,,,,,25540686.0,,,,2.4,,,,,,368400255,Legal Services Office,,Corporation,,
SENDJ-1_00000648,The Bronx Defenders,Single Location,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,Bkd Llp New York New York,http://www.bronxdefenders.org,360 E 161st St,,,Robin Steinberg,President,1 718 838 7878,,,Bronx,NY,USA,10451,1 718 838 7878,,58801198.0,,,389.0,,0.26,2.53,,,,,,,,,,,,,,68015119,Legal Services Office,,Non-Profit Organization,,
SENDJ-1_00000649,Alcopa Auction,Principal Subsidiary,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.alcopa-auction.fr,13 Rue Madeleine Michelis,,,Jean-Franois Marechal,President,33 970719752,,,Neuilly Sur Seine,IDF,France,92200,33 970719752,,58781184.0,,,,,,,,6527034.0,,57059694.0,57059696.0,,,1.5,,,,0.16,,263675858,Legal Services Office,,Corporation,Domestic Ultimate,Alcopa,Belgium
SENDJ-1_00000650,Begbies Traynor (Central) Llp,Single Location,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.begbies-traynorgroup.com,340 Deansgate,,,Richard Traynor,Designated Limited Liability Partnership Member,44 1618371700,,,Manchester,Manchester,England,M3 4LY,44 1618371700,,58706513.0,,,397.0,,,,,17622703.0,,52782975.0,52782975.0,,,3.9,,,,0.334,,737595400,Legal Services Office,,Limited Liability Partnership,,
SENDJ-1_00000651,Attorney Generals Department,Single Location,Unlisted,Legal Services,9222,Legal Counsel and Prosecution,922130,Legal Counsel and Prosecution,75.23,Justice and judicial activities,,,,http://www.agd.sa.gov.au,10 Franklin St,,,Vickie Chapman,,61 882071723,,,Adelaide,SA,Australia,5000,61 882071723,,58539491.0,,,1676.0,,,,,,,,,,,,,,,,,889351719,Legal Counsel/Prosecution,,State-Owned Company,,
SENDJ-1_00000652,Cms Kluge Advokatfirma As,Headquarters,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,ERGA REVISJON AS,http://www.cms.law,Olav Kyrres Gate 21,,,Prestvik Knut,Chairman Of The Board,47 22826828,47 23110001,,Stavanger,Rogaland,Norway,4005,47 22826828,47 23110001,58518824.0,,,162.0,,,,,,,23572417.0,,,,1.0,,,,0.01,,345192746,Legal Services Office,,Corporation,Global Ultimate,Cms Kluge Advokatfirma As,Norway
SENDJ-1_00000653,Shanghai Chuanrun Supply Chain Management Co. Ltd.,Headquarters,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.crscm.cn,Room 315  No.1  2351 Lane  Wangyuan Road  Fengxian District,,,Xiaoxia Ding,Supervisor,86 2152831656,,,Shanghai,SH,China,201400,86 2152831656,,58312094.0,,,10.0,,,,,,,,,,,,,,,,,560440438,Legal Services Office,,Corporation,,
SENDJ-1_00000654,Murgitroyd & Company Limited,Subsidiary,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.murgitroyd.com,2nd Floor,57 Adelaide Road,,Gordon Drummond Stark,Director,353 18829400,,,Dublin 2,Co Dublin,Ireland,D02 Y3C6,353 18829400,,58189723.0,,,,,,,,4472629.0,,42865361.0,42865361.0,,,1.6,,,,0.138,,985913644,Legal Services Office,,Private Limited Company,Domestic Ultimate,Sovereign Capital Iv Limited Partnership,England
SENDJ-1_00000655,Mychoice Conveyancing (Nsw) Pty Limited,Subsidiary,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.mychoiceconveyancing.com.au,Level 5 18 Honeysuckle Drive,,,Andrew Barend Helmers,Director,61 249182280,,,Newcastle,NSW,Australia,2300,61 249182280,,57842460.0,,,1301.0,,,,,,,,,,,,,,,,,743824373,Legal Services Office,,Corporation,,Asahi Kasei Corp.,Japan
SENDJ-1_00000656,Creel  Garc’a-Cuellar  Aiza Y Enr’quez  S.C.,Headquarters,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.creel.mx,Pedregal No. 24  Piso 24,Molino Del Rey  Miguel Hidalgo,,Ana Mar’a Ortega Garc’a,Director Administration,52 5547480600,,,Mexico,CMX,Mexico,11040,52 5547480600,,57828270.0,,,301.0,,,,,,,,,,,,,,,,,811705680,Legal Services Office,,Non-Profit Organization,,
SENDJ-1_00000657,American Arbitration Association  Inc.,Headquarters,Unlisted,Legal Services,8299,"Schools and Educational Services, NEC",611710,Educational Support Services,74.14,Business and management consultancy activities,,,Cohnreznick Llp New York Ny,http://www.adr.org,120 Broadway Fl 21,,,India Johnson,President,1 212 716 5800,,,New York,NY,USA,10271-2700,1 212 716 5800,,57820692.0,,,750.0,,0.0,0.0,,,,,,,,,,,,,,64992647,School/Educational Svcs Business Services Periodical-Publish/Print Book-Publishing/Printing,,Corporation,Global Ultimate,American Arbitration Association  Inc.,USA
SENDJ-1_00000658,Cpa Global (Patrafee) Ab,Principal Subsidiary,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,,Linnegatan 89e,,,Stig Mats Anders Polkander,Manager,46 856644400,46 87205172,,Stockholm,Stockholm,Sweden,115 23,46 856644400,46 87205172,57760159.0,,,20.0,,,,,,,20068639.0,,,,95.6,,,,0.255,,357147552,Legal Services Office,,Corporation,,
SENDJ-1_00000659,Dentons Europe Dabrowski I Wsp—lnicy Sp—lka Komandytowa,Subsidiary,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.dentons.com,Ul. Zajecza 4,,,Dabrowski Tomasz Cezary,Associate Partner,48 222425252,48 222425252,,Warszawa,Mazowieckie,Poland,00-351,48 222425252,48 222425252,57707491.0,,,343.0,,,,,,,,,,,,,,,,,366610004,Legal Services Office,,Partnership of Unknown Type,,Dentons Europe Llp,England
SENDJ-1_00000660,Russell-Cooke Llp,Headquarters,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.russell-cooke.co.uk,8 Bedford Row,,,Alexander Bearman,Designated Limited Liability Partnership Member,,,,London,London,England,WC1R 4BX,,,57692650.0,,,362.0,,,,,0.0,,40648556.0,40648556.0,,,5.5,,,,0.0,,856143086,Legal Services Office,,Limited Liability Partnership,,
SENDJ-1_00000661,Asianajotoimisto Krogerus Oy,Headquarters,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.krogerus.com,Fabianinkatu 9,,,MŒrten Knuts,Managing Director,358 290006200,,,Helsinki,Uusimaa,Finland,00130,358 290006200,,57683774.0,,,236.0,,,,,,,27844299.0,,,,3.7,,,,,,540082518,Legal Services Office,,Corporation,,Asianajotoimisto Krogerus Oy,Finland
SENDJ-1_00000662,Brabners Llp,Headquarters,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.brabners.com,Horton House,Exchange Flags,,Paul Chamberlain,Designated Limited Liability Partnership Member,,,,Liverpool,Merseyside,England,L2 3YL,,,57641080.0,,,438.0,,,,,0.0,,37088109.0,37088109.0,,,2.0,,,,0.0,,718697670,Legal Services Office,,Limited Liability Partnership,,Brabners Llp,England
SENDJ-1_00000663,Shoosmiths Llp,Single Location,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.shoosmiths.com,38 Colmore Circus,Queensway,,Mark Anslow,Proprietor,44 3700864000,,,Birmingham,W MI,England,B4 6SH,44 3700864000,,57607928.0,,,1500.0,,,,,,,,,,,,,,,,,215847535,Legal Services Office,,Limited Liability Partnership,,
SENDJ-1_00000664,Legal Aid Foundation Of Los Angeles,Headquarters,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,Harrington Group Cpas Llp Pas,http://www.lafla.org,1550 W 8th Street,,,Ms Silvia R Argueta,Chief Executive Officer,1 800 399 4529,,,Los Angeles,CA,USA,90017-4316,1 800 399 4529,,57454858.0,,,150.0,,1.16,0.0,,,,,,,,,,,,,,74129511,Legal Services Office,,Non-Profit Organization,,Legal Aid Foundation Of Los Angeles,USA
SENDJ-1_00000665,Verisure Arlo Europe Designated Activity Company,Subsidiary,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,,Building 4100,Cork Airport Business Park,,Adrienne Perves,Director,,,,Cork,Co Cork,Ireland,T12 AP97,,,57405327.0,,,19.0,,,,,-27058553.0,,28962608.0,28962608.0,,,0.2,,,,-0.934,,985757927,Legal Services Office,,Corporation,Domestic Ultimate,Aegis Lux 1a S.A R.L.,Luxembourg
SENDJ-1_00000666,Taichung District Prosecutors Office,Subsidiary,Unlisted,Legal Services,9222,Legal Counsel and Prosecution,922130,Legal Counsel and Prosecution,75.23,Justice and judicial activities,,,,,91  Tzu Yu Rd.  Sec. 1,,,Tou Hui Chang,Manager,886 422245552,,,Taichung City,,Taiwan,40342,886 422245552,,57156030.0,,,387.0,,,,,,,,,,,,,,,,,658639807,Legal Counsel/Prosecution,,,,Government Of The Republic Of China (Taiwan),Taiwan
SENDJ-1_00000667,Boult Wade Tennant Llp,Headquarters,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.boult.com,Salisbury Square House,8 Salisbury Square,,Catherine Wolfe,Designated Limited Liability Partnership Member,44 2074307500,,,London,London,England,EC4Y 8AP,44 2074307500,,57022748.0,,,266.0,,,,,209471.0,,24772525.0,24772525.0,,,2.4,,,,0.008,,223811197,Legal Services Office,,Limited Liability Partnership,,
SENDJ-1_00000668,Bowman And Brooke Llp,Headquarters,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.bowmanandbrooke.com,150 South 5th St Ste 3000,,,Mr Richard Bowman,Partner,1 612 339 8682,,,Minneapolis,MN,USA,55402-4207,1 612 339 8682,,56448083.0,,,370.0,,0.0,0.0,,,,,,,,,,,,,,147582928,Legal Services Office,,Limited Liability Partnership,Global Ultimate,Bowman And Brooke Llp,USA
SENDJ-1_00000669,Eversheds Sutherland (Germany) Llp,Headquarters,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.eversheds-sutherland.com,One Wood Street,,,Simon Oats,Designated Limited Liability Partnership Member,44 2079194500,,,London,London,England,EC2V 7WS,44 2079194500,,56229290.0,,,249.0,,,,,,,,,,,,,,,,,220523142,Legal Services Nsk,,Limited Liability Partnership,,Eversheds Sutherland (Germany) Llp,England
SENDJ-1_00000670,Foley Hoag Llp,Headquarters,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.foleyhoag.com,155 Seaport Blvd,,,Mr Adam P Kahn,Managing Partner,1 617 832 1000,,,Boston,MA,USA,02210-2600,1 617 832 1000,,56184578.0,,,439.0,,0.0,0.0,,,,,,,,,,,,,,60111226,Legal Services Office,,Limited Liability Partnership,,Hoag Foley Llp,USA
SENDJ-1_00000671,Advokatfirmaet Pricewaterhousecoopers As,Headquarters,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,PKF REVISJON AS,http://www.pwc.com,Dronning Eufemias Gate 71,,,Revheim Stian Roska,Chairman Of The Board,47 95260000,,,Oslo,Oslo,Norway,0194,47 95260000,,56114462.0,,,357.0,,,,,,,46451541.0,,,,1.0,,,,0.004,,731126707,Legal Services Office,,Corporation,Global Ultimate,Advokatfirmaet Pricewaterhousecoopers As,Norway
SENDJ-1_00000672,Venner Shipley Llp,Headquarters,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.vennershipley.com,200 Aldersgate Street,,,Paul Derry,Designated Limited Liability Partnership Member,44 2076004212,,,London,London,England,EC1A 4HD,44 2076004212,,55995009.0,,,219.0,,,,,0.0,,20691184.0,20691184.0,,,2.7,,,,0.0,,234138423,Legal Services Office,,Limited Liability Partnership,,
SENDJ-1_00000673,Federation Royale Du Notariat Belge,Single Location,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.fednot.be,Bergstraat 30/34,,,Jan Sap,General Manager,32 25050811,,,Brussel,,Belgium,1000,32 25050811,,55985847.0,,,179.0,,,,,3473933.0,,64763850.0,64763850.0,,,2.5,,,,,,846882061,Legal Services Office,,Non-Profit Organization,,
SENDJ-1_00000674,Winckworth Sherwood Llp,Headquarters,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.wslaw.co.uk,Arbor House,255 Blackfriars Road,,Duncan Fitton,Designated Limited Liability Partnership Member,44 2075935000,,,London,London,England,SE1 9AX,44 2075935000,,55892313.0,,,364.0,,,,,-717908.0,,37250332.0,37250332.0,,,2.4,,,,-0.019,,211059146,Legal Services Office,,Limited Liability Partnership,,
SENDJ-1_00000675,Northwest Justice Project,Headquarters,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,Jacobson Jarvis & Co Pllc Sea,http://www.nwjustice.org,401 2nd Ave S Ste 407,,,Mr Ceasar Torres,Director,1 206 464 1519,,,Seattle,WA,USA,98104-3811,1 206 464 1519,,55768328.0,,,350.0,,0.52,0.0,,,,,,,,,,,,,,962316279,Legal Services Office,,Non-Profit Organization,Global Ultimate,Northwest Justice Project,USA
SENDJ-1_00000676,Baker Mckenzie Krzyzowski I Wsp—lnicy Sp—lka Komandytowa,Subsidiary,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.bakermckenzie.com,Rondo Onz 1,,,Krzyzowski Tomasz Brunon,Associate Partner,48 224453100,48 224453200,,Warszawa,Mazowieckie,Poland,00-124,48 224453100,48 224453200,55667659.0,,,2.0,,,,,,,,,,,,,,,,,522223973,Legal Services Office,,Partnership of Unknown Type,,
SENDJ-1_00000677,Lpa Law,Single Location,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.lpalaw.com,136 Avenue Des Champs Elysees,,,Frederic Etienne Armand Bailly,President,33 153933000,,,Paris,IDF,France,75008,33 153933000,,55542391.0,,,,,,,,211562.0,,34387445.0,34387445.0,,,1.2,,,,0.014,,274061449,Legal Services Office,,Corporation,,
SENDJ-1_00000678,Kurtzman Carson Consultants  Inc,Principal Subsidiary,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.kccllc.com,2335 Alaska Ave,,,Mr Jon A Orr,Member,1 310 823 9000,,,El Segundo,CA,USA,90245-4808,1 310 823 9000,,54979716.0,,,220.0,,0.0,0.0,,,,,,,,,,,,,,124370631,Legal Services Office,,Corporation,,Computershare Ltd.,Australia
SENDJ-1_00000679,Haseltine Lake Kempner Llp,Headquarters,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.hlk-ip.com,Haseltine Lake Kempner Llp,1 Portwall Square,,Philip Davies,Designated Limited Liability Partnership Member,44 1179103200,,,Bristol,Avon,England,BS1 6BH,44 1179103200,,54948834.0,,,202.0,,,,,0.0,,18464501.0,18464501.0,,,2.0,,,,0.0,,211573679,Legal Services Office,,Limited Liability Partnership,,
SENDJ-1_00000680,Mc Ugc Llc,Single Location,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,,,,,Konstantin Ivanovich Strukov,President,,,,Plast,CHE,Russian Federation,457035,,,54675206.0,,,81.0,,,,,,,,,,,,,,,,,682600398,Legal Services Office,,Limited Liability Company,,Ugold Limited,Cyprus
SENDJ-1_00000681,Beale & Company Solicitors Llp,Single Location,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.beale-law.com,7 Bishopsgate,,,James Hutchinson,Designated Limited Liability Partnership Member,44 2074690400,,,London,London,England,EC2N 3AR,44 2074690400,,54661186.0,,,219.0,,,,,0.0,,23123691.0,23123691.0,,,2.6,,,,0.0,,719039013,Legal Services Office,,Limited Liability Partnership,,
SENDJ-1_00000682,Legalitas Asistencia Legal Sl,Principal Subsidiary,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.legalitas.com,Calle Via De Los Poblados (Pq. Empresarial C)  3 - Edif. 5,,,Carrascosa Marco  Alfonso,Chief Executive Officer,34 914228090,34 912013856,,Madrid,M,Spain,28033,34 914228090,34 912013856,54357170.0,,,536.0,,,,,-5996320.0,,43169923.0,43169923.0,,,1.0,,,,-0.17,,461184371,Legal Services Office,,Corporation,,Legalitas Global Group  Sociedad Limitada.,Spain
SENDJ-1_00000683,Royal Legal Solutions P.C. Inc,Single Location,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,,1 Yonge St Suite 1801,,,Ahmed Ali,President & Board Member,,,,Toronto,ON,Canada,M5E 1W7,,,54332180.0,,,490.0,,,,,,,,,,,,,,,,,203523659,Legal Services Office,,Corporation,,
SENDJ-1_00000684,Baotou City Federal Real Estate Co.  Ltd.,Headquarters,Unlisted,Legal Services,6541,Title Abstract Offices,541191,Title Abstract and Settlement Offices,74.11,Legal activities,,,,,Huimin Community - 37ji-2  Kundulun District,,,Yu Wu,Executive Director,86 15124836030,,,Baotou,NM,China,014010,86 15124836030,,54290400.0,,,1200.0,,,,,,,,,,,,,,,,,526518237,Title Abstract Office,,Corporation,Global Ultimate,Baotou City Federal Real Estate Co.  Ltd.,China
SENDJ-1_00000685,Express Solicitors Limited,Single Location,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.expresssolicitors.co.uk,South Court,1 Sharston Road,,James Maxey,Director,44 8454564007,,,Manchester,Manchester,England,M22 4SN,44 8454564007,,54278808.0,,,527.0,,,,,8977097.0,,61481498.0,61481498.0,,,1.3,,,,0.19,,219328450,Legal Services Office,,Corporation,,
SENDJ-1_00000686,Rbg Legal Services Limited,Subsidiary,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.rbgholdings.co.uk,165 Fleet Street,,,Jon Divers,Director,44 2079550880,,,London,London,England,EC4A 2DY,44 2079550880,,54218472.0,,,138.0,,,,,10228269.0,,107042537.0,107042537.0,,,0.5,,,,0.119,,227812668,Legal Services Office,,Corporation,,RBG Holdings Plc,United Kingdom
SENDJ-1_00000687,Shanghai Yinnailian Supply Chain Co.  Ltd.,Subsidiary,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,,Floor 1  Building 5  No.2319  Fujin Road  Baoshan District,,,Chongbo Xue,Executive Director,,,,Shanghai,SH,China,200000,,,54139467.0,,,9.0,,,,,,,,,,,,,,,,,617076949,Legal Services Office,,Corporation,,"Puyang Refractories Group Co., Ltd.",China
SENDJ-1_00000688,Broadfield Law Uk Llp,Headquarters,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.bdbpitmans.com,One Bartholomew Close,,,Richard Langley,Designated Limited Liability Partnership Member,44 3452229222,,,London,London,England,EC1A 7BL,44 3452229222,,54032735.0,,,424.0,,,,,5059976.0,,42400940.0,42400940.0,,,1.9,,,,0.119,,515870660,Legal Services Office,,Limited Liability Partnership,Global Ultimate,Broadfield Law Uk Llp,England
SENDJ-1_00000689,Sual Partners Illc,Single Location,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,,D. 25 Pom. A/39   Bulvar Solnechny,,,Oleg Vladislavovich Fomichev,Director-General,,,,Kaliningrad,KGD,Russian Federation,236006,,,53995367.0,,,17.0,,,,,,,,,,,,,,,,,854762837,Legal Services Office,,Limited Liability Company,,
SENDJ-1_00000690,Loyens & Loeff Advocaten-Avocats,Principal Subsidiary,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.loyensloeff.com,Avenue De Tervueren 2,,,Karine Leon,Manager Marketing,32 27434343,32 27434310,,Bruxelles,Bruxelles-Capitale,Belgium,1040,32 27434343,32 27434310,53944837.0,,,,,,,,0.0,,22356803.0,22356803.0,,,1.2,,,,0.0,,400578520,Legal Services Office,,Limited Liability Partnership,Domestic Ultimate,Loyens & Loeff N.V.,Netherlands
SENDJ-1_00000691,Borenius Asianajotoimisto Oy,Headquarters,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.borenius.com,EtelŠesplanadi 2,,,Johan Roman,Managing Director,358 2071333,,,Helsinki,Uusimaa,Finland,00130,358 2071333,,53871370.0,,,200.0,,,,,,,30724054.0,,,,1.7,,,,,,368493367,Legal Services Office,,Corporation,,Borenius Asianajotoimisto Oy,Finland
SENDJ-1_00000692,Albi–ana & Suarez De Lezo Slp,Headquarters,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.cms.law,Paseo Recoletos  7 - 9,,,Suarez De Lezo Cruz Conde  Rafael,President,34 914519300,34 914426045,,Madrid,M,Spain,28004,34 914519300,34 914426045,53839525.0,,,165.0,,,,,779.0,,35827698.0,35827698.0,,,0.9,,,,0.005,,473641751,Legal Services Office,,Corporation,,
